ProductKey,label,search_key,product_code,brand,category_key,subcategory_key,source_view,confidence,note
63,WWI 2GB Spy Video Recorder Pen M300 Blue,wwi 2gb spy video recorder pen m300 blue,0104018,Wide World Importers,1,104,dim_contoso_product,I,
64,WWI 2GB Spy Video Recorder Pen M300 Silver,wwi 2gb spy video recorder pen m300 silver,0104019,Wide World Importers,1,104,dim_contoso_product,I,
65,WWI 2GB Spy Video Recorder Pen M300 Purple,wwi 2gb spy video recorder pen m300 purple,0104020,Wide World Importers,1,104,dim_contoso_product,I,
66,NT Bluetooth Stereo Headphones E52 Blue,nt bluetooth stereo headphones e52 blue,0106001,Northwind Traders,1,106,dim_contoso_product,I,
67,NT Bluetooth Stereo Headphones E52 Black,nt bluetooth stereo headphones e52 black,0106002,Northwind Traders,1,106,dim_contoso_product,I,
68,NT Bluetooth Stereo Headphones E52 Yellow,nt bluetooth stereo headphones e52 yellow,0106003,Northwind Traders,1,106,dim_contoso_product,I,
69,NT Bluetooth Stereo Headphones E52 Pink,nt bluetooth stereo headphones e52 pink,0106004,Northwind Traders,1,106,dim_contoso_product,I,
70,NT Wireless Bluetooth Stereo Headphones E102 Silver,nt wireless bluetooth stereo headphones e102 silver,0106005,Northwind Traders,1,106,dim_contoso_product,I,
71,NT Wireless Bluetooth Stereo Headphones E102 Black,nt wireless bluetooth stereo headphones e102 black,0106006,Northwind Traders,1,106,dim_contoso_product,I,
72,NT Wireless Bluetooth Stereo Headphones E102 Blue,nt wireless bluetooth stereo headphones e102 blue,0106007,Northwind Traders,1,106,dim_contoso_product,I,
73,NT Wireless Bluetooth Stereo Headphones E102 White,nt wireless bluetooth stereo headphones e102 white,0106008,Northwind Traders,1,106,dim_contoso_product,I,
74,NT Bluetooth Active Headphones E202 Black,nt bluetooth active headphones e202 black,0106009,Northwind Traders,1,106,dim_contoso_product,I,
75,NT Bluetooth Active Headphones E202 White,nt bluetooth active headphones e202 white,0106010,Northwind Traders,1,106,dim_contoso_product,I,
76,NT Bluetooth Active Headphones E202 Red,nt bluetooth active headphones e202 red,0106011,Northwind Traders,1,106,dim_contoso_product,I,
77,NT Bluetooth Active Headphones E202 Silver,nt bluetooth active headphones e202 silver,0106012,Northwind Traders,1,106,dim_contoso_product,I,
78,NT Wireless Bluetooth Stereo Headphones E302 Silver,nt wireless bluetooth stereo headphones e302 silver,0106013,Northwind Traders,1,106,dim_contoso_product,I,
79,NT Wireless Bluetooth Stereo Headphones E302 White,nt wireless bluetooth stereo headphones e302 white,0106014,Northwind Traders,1,106,dim_contoso_product,I,
80,NT Wireless Bluetooth Stereo Headphones E302 Yellow,nt wireless bluetooth stereo headphones e302 yellow,0106015,Northwind Traders,1,106,dim_contoso_product,I,
81,NT Wireless Bluetooth Stereo Headphones E302 Black,nt wireless bluetooth stereo headphones e302 black,0106016,Northwind Traders,1,106,dim_contoso_product,I,
82,NT Wireless Bluetooth Stereo Headphones E302 Pink,nt wireless bluetooth stereo headphones e302 pink,0106017,Northwind Traders,1,106,dim_contoso_product,I,
83,NT Wireless Bluetooth Stereo Headphones M402 Silver,nt wireless bluetooth stereo headphones m402 silver,0106018,Northwind Traders,1,106,dim_contoso_product,I,
84,NT Wireless Bluetooth Stereo Headphones M402 Red,nt wireless bluetooth stereo headphones m402 red,0106019,Northwind Traders,1,106,dim_contoso_product,I,
85,NT Wireless Bluetooth Stereo Headphones M402 Green,nt wireless bluetooth stereo headphones m402 green,0106020,Northwind Traders,1,106,dim_contoso_product,I,
86,NT Wireless Bluetooth Stereo Headphones M402 Black,nt wireless bluetooth stereo headphones m402 black,0106021,Northwind Traders,1,106,dim_contoso_product,I,
87,NT Wireless Bluetooth Stereo Headphones M402 Purple,nt wireless bluetooth stereo headphones m402 purple,0106022,Northwind Traders,1,106,dim_contoso_product,I,
88,NT Wireless Transmitter and Bluetooth Headphones M150 Black,nt wireless transmitter and bluetooth headphones m150 black,0106023,Northwind Traders,1,106,dim_contoso_product,I,
89,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,nt wireless transmitter and bluetooth headphones m150 blue,0106024,Northwind Traders,1,106,dim_contoso_product,I,
90,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,nt wireless transmitter and bluetooth headphones m150 silver,0106025,Northwind Traders,1,106,dim_contoso_product,I,
91,NT Wireless Transmitter and Bluetooth Headphones M150 Green,nt wireless transmitter and bluetooth headphones m150 green,0106026,Northwind Traders,1,106,dim_contoso_product,I,
92,NT Wireless Transmitter and Bluetooth Headphones M150 Red,nt wireless transmitter and bluetooth headphones m150 red,0106027,Northwind Traders,1,106,dim_contoso_product,I,
93,WWI Stereo Bluetooth Headphones E1000 Blue,wwi stereo bluetooth headphones e1000 blue,0106028,Wide World Importers,1,106,dim_contoso_product,I,
94,WWI Stereo Bluetooth Headphones E1000 Black,wwi stereo bluetooth headphones e1000 black,0106029,Wide World Importers,1,106,dim_contoso_product,I,
95,WWI Stereo Bluetooth Headphones E1000 Silver,wwi stereo bluetooth headphones e1000 silver,0106030,Wide World Importers,1,106,dim_contoso_product,I,
96,WWI Stereo Bluetooth Headphones E1000 White,wwi stereo bluetooth headphones e1000 white,0106031,Wide World Importers,1,106,dim_contoso_product,I,
97,WWI Stereo Bluetooth Headphones E1000 Green,wwi stereo bluetooth headphones e1000 green,0106032,Wide World Importers,1,106,dim_contoso_product,I,
98,WWI Wireless Bluetooth Stereo Headphones M170 Silver,wwi wireless bluetooth stereo headphones m170 silver,0106033,Wide World Importers,1,106,dim_contoso_product,I,
99,WWI Wireless Bluetooth Stereo Headphones M170 Black,wwi wireless bluetooth stereo headphones m170 black,0106034,Wide World Importers,1,106,dim_contoso_product,I,
100,WWI Wireless Bluetooth Stereo Headphones M170 White,wwi wireless bluetooth stereo headphones m170 white,0106035,Wide World Importers,1,106,dim_contoso_product,I,
101,WWI Wireless Bluetooth Stereo Headphones M170 Pink,wwi wireless bluetooth stereo headphones m170 pink,0106036,Wide World Importers,1,106,dim_contoso_product,I,
102,WWI Wireless Bluetooth Stereo Headphones M270 Silver,wwi wireless bluetooth stereo headphones m270 silver,0106037,Wide World Importers,1,106,dim_contoso_product,I,
103,WWI Wireless Bluetooth Stereo Headphones M270 Black,wwi wireless bluetooth stereo headphones m270 black,0106038,Wide World Importers,1,106,dim_contoso_product,I,
104,WWI Wireless Bluetooth Stereo Headphones M270 White,wwi wireless bluetooth stereo headphones m270 white,0106039,Wide World Importers,1,106,dim_contoso_product,I,
105,WWI Wireless Bluetooth Stereo Headphones M270 Pink,wwi wireless bluetooth stereo headphones m270 pink,0106040,Wide World Importers,1,106,dim_contoso_product,I,
106,WWI Stereo Bluetooth Headphones New Generation M370 Black,wwi stereo bluetooth headphones new generation m370 black,0106041,Wide World Importers,1,106,dim_contoso_product,I,
107,WWI Stereo Bluetooth Headphones New Generation M370 White,wwi stereo bluetooth headphones new generation m370 white,0106042,Wide World Importers,1,106,dim_contoso_product,I,
108,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,wwi stereo bluetooth headphones new generation m370 yellow,0106043,Wide World Importers,1,106,dim_contoso_product,I,
109,WWI Stereo Bluetooth Headphones New Generation M370 Orange,wwi stereo bluetooth headphones new generation m370 orange,0106044,Wide World Importers,1,106,dim_contoso_product,I,
110,WWI Stereo Bluetooth Headphones New Generation M370 Blue,wwi stereo bluetooth headphones new generation m370 blue,0106045,Wide World Importers,1,106,dim_contoso_product,I,
111,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,wwi wireless transmitter and bluetooth headphones x250 black,0106046,Wide World Importers,1,106,dim_contoso_product,I,
112,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,wwi wireless transmitter and bluetooth headphones x250 blue,0106047,Wide World Importers,1,106,dim_contoso_product,I,
113,WWI Wireless Transmitter and Bluetooth Headphones X250 White,wwi wireless transmitter and bluetooth headphones x250 white,0106048,Wide World Importers,1,106,dim_contoso_product,I,
114,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,wwi wireless transmitter and bluetooth headphones x250 red,0106049,Wide World Importers,1,106,dim_contoso_product,I,
115,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,wwi wireless transmitter and bluetooth headphones x250 silver,0106050,Wide World Importers,1,106,dim_contoso_product,I,
116,"Adventure Works 20"" CRT TV E15 Silver","adventure works 20"" crt tv e15 silver",0201001,Adventure Works,2,201,dim_contoso_product,I,
117,"Adventure Works 20"" CRT TV E15 Black","adventure works 20"" crt tv e15 black",0201002,Adventure Works,2,201,dim_contoso_product,I,
118,"Adventure Works 20"" CRT TV E15 White","adventure works 20"" crt tv e15 white",0201003,Adventure Works,2,201,dim_contoso_product,I,
119,"Adventure Works 13"" Color TV E25 Silver","adventure works 13"" color tv e25 silver",0201004,Adventure Works,2,201,dim_contoso_product,I,
120,"Adventure Works 13"" Color TV E25 Black","adventure works 13"" color tv e25 black",0201005,Adventure Works,2,201,dim_contoso_product,I,
121,"Adventure Works 13"" Color TV E25 White","adventure works 13"" color tv e25 white",0201006,Adventure Works,2,201,dim_contoso_product,I,
122,"Adventure Works 19"" Portable LCD HDTV M110 Silver","adventure works 19"" portable lcd hdtv m110 silver",0201007,Adventure Works,2,201,dim_contoso_product,I,
123,"Adventure Works 19"" Portable LCD HDTV M110 Black","adventure works 19"" portable lcd hdtv m110 black",0201008,Adventure Works,2,201,dim_contoso_product,I,
124,"Adventure Works 19"" Portable LCD HDTV M110 White","adventure works 19"" portable lcd hdtv m110 white",0201009,Adventure Works,2,201,dim_contoso_product,I,
125,"Adventure Works 19"" Color Digital TV E35 Silver","adventure works 19"" color digital tv e35 silver",0201010,Adventure Works,2,201,dim_contoso_product,I,
126,"Adventure Works 19"" Color Digital TV E35 Black","adventure works 19"" color digital tv e35 black",0201011,Adventure Works,2,201,dim_contoso_product,I,
127,"Adventure Works 19"" Color Digital TV E35 White","adventure works 19"" color digital tv e35 white",0201012,Adventure Works,2,201,dim_contoso_product,I,
128,"Adventure Works 19"" Color Digital TV E35 Brown","adventure works 19"" color digital tv e35 brown",0201013,Adventure Works,2,201,dim_contoso_product,I,
129,"Adventure Works 20"" Analog CRT TV E45 Silver","adventure works 20"" analog crt tv e45 silver",0201014,Adventure Works,2,201,dim_contoso_product,I,
130,"Adventure Works 20"" Analog CRT TV E45 Black","adventure works 20"" analog crt tv e45 black",0201015,Adventure Works,2,201,dim_contoso_product,I,
131,"Adventure Works 20"" Analog CRT TV E45 White","adventure works 20"" analog crt tv e45 white",0201016,Adventure Works,2,201,dim_contoso_product,I,
132,"Adventure Works 20"" Analog CRT TV E45 Brown","adventure works 20"" analog crt tv e45 brown",0201017,Adventure Works,2,201,dim_contoso_product,I,
133,"Adventure Works 20"" LCD HDTV M120 Silver","adventure works 20"" lcd hdtv m120 silver",0201018,Adventure Works,2,201,dim_contoso_product,I,
134,"Adventure Works 20"" LCD HDTV M120 Black","adventure works 20"" lcd hdtv m120 black",0201019,Adventure Works,2,201,dim_contoso_product,I,
135,"Adventure Works 20"" LCD HDTV M120 White","adventure works 20"" lcd hdtv m120 white",0201020,Adventure Works,2,201,dim_contoso_product,I,
136,"Adventure Works 20"" LCD HDTV M120 Brown","adventure works 20"" lcd hdtv m120 brown",0201021,Adventure Works,2,201,dim_contoso_product,I,
137,"Adventure Works 32"" LCD HDTV M130 Silver","adventure works 32"" lcd hdtv m130 silver",0201022,Adventure Works,2,201,dim_contoso_product,I,
138,"Adventure Works 32"" LCD HDTV M130 Black","adventure works 32"" lcd hdtv m130 black",0201023,Adventure Works,2,201,dim_contoso_product,I,
139,"Adventure Works 32"" LCD HDTV M130 White","adventure works 32"" lcd hdtv m130 white",0201024,Adventure Works,2,201,dim_contoso_product,I,
140,"Adventure Works 32"" LCD HDTV M130 Brown","adventure works 32"" lcd hdtv m130 brown",0201025,Adventure Works,2,201,dim_contoso_product,I,
141,"Adventure Works 15.6"" LCD TV M130W Silver","adventure works 15.6"" lcd tv m130w silver",0201026,Adventure Works,2,201,dim_contoso_product,I,
142,"Adventure Works 15.6"" LCD TV M130W Black","adventure works 15.6"" lcd tv m130w black",0201027,Adventure Works,2,201,dim_contoso_product,I,
143,"Adventure Works 15.6"" LCD TV M130W White","adventure works 15.6"" lcd tv m130w white",0201028,Adventure Works,2,201,dim_contoso_product,I,
144,"Adventure Works 15.6"" LCD TV M130W Brown","adventure works 15.6"" lcd tv m130w brown",0201029,Adventure Works,2,201,dim_contoso_product,I,
145,"Adventure Works 52"" LCD HDTV X590 Silver","adventure works 52"" lcd hdtv x590 silver",0201030,Adventure Works,2,201,dim_contoso_product,I,
146,"Adventure Works 52"" LCD HDTV X590 Black","adventure works 52"" lcd hdtv x590 black",0201031,Adventure Works,2,201,dim_contoso_product,I,
147,"Adventure Works 52"" LCD HDTV X590 White","adventure works 52"" lcd hdtv x590 white",0201032,Adventure Works,2,201,dim_contoso_product,I,
148,"Adventure Works 52"" LCD HDTV X590 Brown","adventure works 52"" lcd hdtv x590 brown",0201033,Adventure Works,2,201,dim_contoso_product,I,
149,"Adventure Works 40"" LCD HDTV M690 Silver","adventure works 40"" lcd hdtv m690 silver",0201034,Adventure Works,2,201,dim_contoso_product,I,
150,"Adventure Works 40"" LCD HDTV M690 Black","adventure works 40"" lcd hdtv m690 black",0201035,Adventure Works,2,201,dim_contoso_product,I,
151,"Adventure Works 40"" LCD HDTV M690 White","adventure works 40"" lcd hdtv m690 white",0201036,Adventure Works,2,201,dim_contoso_product,I,
152,"Adventure Works 40"" LCD HDTV M690 Brown","adventure works 40"" lcd hdtv m690 brown",0201037,Adventure Works,2,201,dim_contoso_product,I,
153,"Adventure Works 26"" 720p LCD HDTV M140 Silver","adventure works 26"" 720p lcd hdtv m140 silver",0201038,Adventure Works,2,201,dim_contoso_product,I,
154,"Adventure Works 26"" 720p LCD HDTV M140 Black","adventure works 26"" 720p lcd hdtv m140 black",0201039,Adventure Works,2,201,dim_contoso_product,I,
155,"Adventure Works 26"" 720p LCD HDTV M140 White","adventure works 26"" 720p lcd hdtv m140 white",0201040,Adventure Works,2,201,dim_contoso_product,I,
156,"Adventure Works 26"" 720p LCD HDTV M140 Brown","adventure works 26"" 720p lcd hdtv m140 brown",0201041,Adventure Works,2,201,dim_contoso_product,I,
157,"Adventure Works 37"" 1080p LCD HDTV M150W Silver","adventure works 37"" 1080p lcd hdtv m150w silver",0201042,Adventure Works,2,201,dim_contoso_product,I,
158,"Adventure Works 37"" 1080p LCD HDTV M150W Black","adventure works 37"" 1080p lcd hdtv m150w black",0201043,Adventure Works,2,201,dim_contoso_product,I,
159,"Adventure Works 37"" 1080p LCD HDTV M150W White","adventure works 37"" 1080p lcd hdtv m150w white",0201044,Adventure Works,2,201,dim_contoso_product,I,
160,"Adventure Works 37"" 1080p LCD HDTV M150W Brown","adventure works 37"" 1080p lcd hdtv m150w brown",0201045,Adventure Works,2,201,dim_contoso_product,I,
161,"Adventure Works 52"" LCD HDTV X790W Silver","adventure works 52"" lcd hdtv x790w silver",0201046,Adventure Works,2,201,dim_contoso_product,I,
162,"Adventure Works 52"" LCD HDTV X790W Black","adventure works 52"" lcd hdtv x790w black",0201047,Adventure Works,2,201,dim_contoso_product,I,
163,"Adventure Works 52"" LCD HDTV X790W White","adventure works 52"" lcd hdtv x790w white",0201048,Adventure Works,2,201,dim_contoso_product,I,
164,"Adventure Works 52"" LCD HDTV X790W Brown","adventure works 52"" lcd hdtv x790w brown",0201049,Adventure Works,2,201,dim_contoso_product,I,
165,"Adventure Works 42"" LCD HDTV M55 Black","adventure works 42"" lcd hdtv m55 black",0201050,Adventure Works,2,201,dim_contoso_product,I,
166,SV 16xDVD M300 Black,sv 16xdvd m300 black,0202001,Southridge Video,2,202,dim_contoso_product,I,
167,SV 8xDVD E100 Black,sv 8xdvd e100 black,0202002,Southridge Video,2,202,dim_contoso_product,I,
168,SV 16xDVD M310 Black,sv 16xdvd m310 black,0202003,Southridge Video,2,202,dim_contoso_product,I,
169,SV 16xDVD M320 Black,sv 16xdvd m320 black,0202004,Southridge Video,2,202,dim_contoso_product,I,
170,SV 16xDVD M330 Black,sv 16xdvd m330 black,0202005,Southridge Video,2,202,dim_contoso_product,I,
171,SV 16xDVD E340 Black,sv 16xdvd e340 black,0202006,Southridge Video,2,202,dim_contoso_product,I,
172,SV 22xDVD X680 Black,sv 22xdvd x680 black,0202007,Southridge Video,2,202,dim_contoso_product,I,
173,SV 8xDVD E120 Black,sv 8xdvd e120 black,0202008,Southridge Video,2,202,dim_contoso_product,I,
174,SV 22xDVD M600 Black,sv 22xdvd m600 black,0202009,Southridge Video,2,202,dim_contoso_product,I,
175,SV 16xDVD M350 Black,sv 16xdvd m350 black,0202010,Southridge Video,2,202,dim_contoso_product,I,
176,SV 16xDVD M360 Black,sv 16xdvd m360 black,0202011,Southridge Video,2,202,dim_contoso_product,I,
177,SV 8xDVD E130 Black,sv 8xdvd e130 black,0202012,Southridge Video,2,202,dim_contoso_product,I,
178,SV 8xDVD E140 Black,sv 8xdvd e140 black,0202013,Southridge Video,2,202,dim_contoso_product,I,
179,SV 16xDVD M300 Silver,sv 16xdvd m300 silver,0202014,Southridge Video,2,202,dim_contoso_product,I,
180,SV 8xDVD E100 Silver,sv 8xdvd e100 silver,0202015,Southridge Video,2,202,dim_contoso_product,I,
181,SV 16xDVD M310 Silver,sv 16xdvd m310 silver,0202016,Southridge Video,2,202,dim_contoso_product,I,
182,SV 16xDVD M320 Silver,sv 16xdvd m320 silver,0202017,Southridge Video,2,202,dim_contoso_product,I,
183,SV 16xDVD M330 Silver,sv 16xdvd m330 silver,0202018,Southridge Video,2,202,dim_contoso_product,I,
184,SV 16xDVD E340 Silver,sv 16xdvd e340 silver,0202019,Southridge Video,2,202,dim_contoso_product,I,
185,SV 22xDVD X680 Silver,sv 22xdvd x680 silver,0202020,Southridge Video,2,202,dim_contoso_product,I,
186,SV 8xDVD E120 Silver,sv 8xdvd e120 silver,0202021,Southridge Video,2,202,dim_contoso_product,I,
187,SV 22xDVD M600 Silver,sv 22xdvd m600 silver,0202022,Southridge Video,2,202,dim_contoso_product,I,
188,SV 16xDVD M350 Silver,sv 16xdvd m350 silver,0202023,Southridge Video,2,202,dim_contoso_product,I,
189,SV 16xDVD M360 Silver,sv 16xdvd m360 silver,0202024,Southridge Video,2,202,dim_contoso_product,I,
190,SV 8xDVD E130 Silver,sv 8xdvd e130 silver,0202025,Southridge Video,2,202,dim_contoso_product,I,
191,SV 8xDVD E140 Silver,sv 8xdvd e140 silver,0202026,Southridge Video,2,202,dim_contoso_product,I,
192,Litware Home Theater System 4.1 Channel M410 Black,litware home theater system 4.1 channel m410 black,0203001,Litware,2,203,dim_contoso_product,I,
193,Litware Home Theater System 5.1 Channel M511 Black,litware home theater system 5.1 channel m511 black,0203002,Litware,2,203,dim_contoso_product,I,
194,Litware Home Theater System 2.1 Channel E210 Black,litware home theater system 2.1 channel e210 black,0203003,Litware,2,203,dim_contoso_product,I,
